texto_tweet,texto_procesado,Mencion_Gobierno,Sentimiento
"👏 ¡Llevamos nuestras experiencias educativas a otro nivel!

📲 Campus Fundación Telefónica Movistar ahora trabaja con @CajaLosAndes para poder llevar nuestros cursos de robótica, programación y más a sus afiliados.

👉 ¡Recortemos la brecha digital junt@s! https://t.co/QjoaPebE5f","👏 ¡llevamos nuestras experiencias educativas a otro nivel!  📲 campus fundación telefónica movistar ahora trabaja con  para poder llevar nuestros cursos de robótica, programación y más a sus afiliados.  👉 ¡recortemos la brecha digital junt@s! ",No,Muy positivo
"RT @swilsont: Hola, me ayudarían?

Porfa visiten https://t.co/ivw2GCjnh5 , click en ""Apoyar Idea"" y completen el breve formulario de regist…","  hola, me ayudarían?  porfa visiten  , click en ""apoyar idea"" y completen el breve formulario de regist…",No,Neutral
"¡ME TIENEN HARTA! 

TODOS LOS DÍAS ME LLAMA LA MISMA ASISTENTE VIRTUAL DE CAJA LOS ANDES ¿CUÁNTOS NÚMEROS TENGO QUE SEGUIR BLOQUEANDO?

@CajaLosAndes",¡me tienen harta!   todos los días me llama la misma asistente virtual de caja los andes ¿cuántos números tengo que seguir bloqueando?  ,No,Muy negativo
"RT @FreshWaterCL: 💧 Celebramos la incorporación de #FreshWater como parte de la Comunidad TECLA de  @CajaLosAndes , lo que nos permitirá am…","  💧 celebramos la incorporación de #freshwater como parte de la comunidad tecla de   , lo que nos permitirá am…",No,Muy positivo
@CajaLosAndes buen día! Me podrían ayudar para saber el estado actualizado de mi licencia médica por favor., buen día! me podrían ayudar para saber el estado actualizado de mi licencia médica por favor.,No,Muy positivo
"@CajaLosAndes buenas tardes, quería consultar por el estado de unas licencias, de antemano muchas gracias"," buenas tardes, quería consultar por el estado de unas licencias, de antemano muchas gracias",No,Positivo
"📻 #DigiTalks | Descubre las principales tendencias laborales que nos ha traído el #teletrabajo, junto a Daniela Saavedra, socia adjunta de People Advisory en @EYChile. A raíz de la encuesta #SmartWork de EY, FPD y @CajaLosAndes.

Revisa el video: 👇 https://t.co/pTWahGpeIZ","📻 #digitalks | descubre las principales tendencias laborales que nos ha traído el #teletrabajo, junto a daniela saavedra, socia adjunta de people advisory en  a raíz de la encuesta #smartwork de ey, fpd y   revisa el video: 👇 ",No,Positivo
@Banco_Falabella @BancoBci @santanderchile @patobancoestado @AyudaBancoChile @itauchile @Coopeuch @CajaLosAndes @BICEInversiones @Scotiachile @aluksicc https://t.co/pHpPbr0oHL,           ,No,Positivo
"@CajaLosAndes Es que aparece el mismo valor publicado en la publicación y no sufre modificación al simular, lo hice en mi sucursal"," es que aparece el mismo valor publicado en la publicación y no sufre modificación al simular, lo hice en mi sucursal",No,Muy negativo
"@Abastible quise usar el descuento de convenio con @CajaLosAndes y su wsp está con problemas, confirmado en Call Center 🥹😞🤷 https://t.co/jJOJ59s6ne"," quise usar el descuento de convenio con  y su wsp está con problemas, confirmado en call center 🥹😞🤷 ",No,Muy negativo
"RT @UAI_VINA: ¿Te inscribiste? 🔴

2a Conferencia 2022 #ConstruyendoRegión

Miércoles 26 octubre | 09:00 h.
Centro de Extensión @CousinoDuoc…",  ¿te inscribiste? 🔴  2a conferencia 2022 #construyendoregión  miércoles 26 octubre | 09:00 h. centro de extensión ,No,Muy negativo
Es verdad que lo piden así @CajaLosAndes? No es suficiente ya con pedir el RUT???,es verdad que lo piden así  no es suficiente ya con pedir el rut???,No,Muy negativo
@SMSNetworkLatam @coopchibuleo @CooperativaJEP @CoopsAgroES @CONFIARCoop @Comfama @comfandi @CajaLosAndes @CajaLosAndes_Pe Gracias por el apoyo💚 Emocionados por todos los imparables que nos acompañarán en este nueva edición,         gracias por el apoyo💚 emocionados por todos los imparables que nos acompañarán en este nueva edición,No,Muy positivo
"@TamaraCasado_V @CajaLosAndes Perdona mi ignorancia, pero ¿porqué en una caja y no en un banco?, tengo entendido que la tasa de interés en la primera es notoriamente mayor, ¿o me equivoco?","  perdona mi ignorancia, pero ¿porqué en una caja y no en un banco?, tengo entendido que la tasa de interés en la primera es notoriamente mayor, ¿o me equivoco?",No,Muy negativo
"RT @jeannette_jara: Junto a la Ministra @camila_vallejo 💜
Hoy entregamos sello #40Horas a :
📍@CajaLosAndes 
📍@FirstJobLatam 
📍@Detacoop

Qu…",  junto a la ministra  💜 hoy entregamos sello #40horas a : 📍@cajalosandes  📍@firstjoblatam  📍@detacoop  qu…,No,Muy negativo
@CajaLosAndes  cómo se puede consultar el estado de una L.médica… días tratando por la sucursal virtual  y ni siquiera aparece ingresada,  cómo se puede consultar el estado de una l.médica… días tratando por la sucursal virtual  y ni siquiera aparece ingresada,No,Muy negativo
"@CajaLosAndes Hecho, gracias"," hecho, gracias",No,Muy positivo
"RT @FISUartistas: PARTICIPA POR UNA ENTRADA DOBLE Y ACOMPÁÑANOS A VIVIR UNA EXPERIENCIA “INOLVIDABLES”

30 OCTUBRE 18:00 HRS. 
ENJOY VIÑA D…",  participa por una entrada doble y acompáñanos a vivir una experiencia “inolvidables”  30 octubre 18:00 hrs.  enjoy viña d…,No,Muy positivo
"@CajaLosAndes hola buenos días necesito hacer una consulta y el número 6005000000 no contestan , me pueden ayudar por acá?"," hola buenos días necesito hacer una consulta y el número 6005000000 no contestan , me pueden ayudar por acá?",No,Muy negativo
"@CajaLosAndes estimados,trato de ingresar cuenta para pago de licencia médica por transferencia y no toma la información,"" tuvimos inconvenientes inesperados dentro del proceso"". Durante 2 semanas  lo hice, pero quedo en lo mismo. Me ayudan por favor, Gracias"," estimados,trato de ingresar cuenta para pago de licencia médica por transferencia y no toma la información,"" tuvimos inconvenientes inesperados dentro del proceso"". durante 2 semanas  lo hice, pero quedo en lo mismo. me ayudan por favor, gracias",No,Muy negativo
@CajaLosAndes hola me pueden ayudar .tengo dos licencias médicas una ya aprobada por el compin y la.otra en espera de resolución al revisar su página me.dice que está en revisión por ustedes y que faltan documentos los cuales ya envíe ., hola me pueden ayudar .tengo dos licencias médicas una ya aprobada por el compin y la.otra en espera de resolución al revisar su página me.dice que está en revisión por ustedes y que faltan documentos los cuales ya envíe .,No,Negativo
"@OHigginsoficial @CajaLosAndes Que jueguen en el teniente, se lo merecen y ganaron!","  que jueguen en el teniente, se lo merecen y ganaron!",No,Muy positivo
"Hoy estuvimos en la 61 asamblea de la Federación de Trabajadores de Obras Sanitarias, @fenatraos, realizada en el centro recreacional @cajalosandes, en La Serena.

#obrassanitarias #gremio #laserena #capacitación #usach #capacitacionusach #educación #laserena https://t.co/ZDJFpfRxRp","hoy estuvimos en la 61 asamblea de la federación de trabajadores de obras sanitarias,  realizada en el centro recreacional  en la serena.  #obrassanitarias #gremio #laserena #capacitación #usach #capacitacionusach #educación #laserena ",No,Muy positivo
@CajaLosAndes las cajas de compensación no deben hacer comerciales cuánto gastan en eso ... Son financieras @gabrielboric @izkia hasta cuándo quien regula @latercera @Cooperativa, las cajas de compensación no deben hacer comerciales cuánto gastan en eso ... son financieras   hasta cuándo quien regula  ,No,Muy negativo
"Junto a la Ministra @camila_vallejo 💜
Hoy entregamos sello #40Horas a :
📍@CajaLosAndes 
📍@FirstJobLatam 
📍@Detacoop

Quienes tengan #40Horas, postulen en 
https://t.co/xZf90IYGPH https://t.co/Bx9lukFEt3","junto a la ministra  💜 hoy entregamos sello #40horas a : 📍@cajalosandes  📍@firstjoblatam  📍@detacoop  quienes tengan #40horas, postulen en   ",No,Muy negativo
@CajaLosAndes Servirán los códigos ahora para la tercera fecha ???, servirán los códigos ahora para la tercera fecha ???,No,Muy negativo
@CajaLosAndes Esta caja lo que publicita un valor social para el trabajador  el trabajador tiene una licencia anterior  el credito de emergencias se anula por tres meses que proteccion hablan, esta caja lo que publicita un valor social para el trabajador  el trabajador tiene una licencia anterior  el credito de emergencias se anula por tres meses que proteccion hablan,No,Muy negativo
"@Fonasa @CajaLosAndes buenos días
me pueden ayudar por favor",  buenos días me pueden ayudar por favor,No,Muy positivo
"RT @FTMovistarCL: 👏 ¡Llevamos nuestras experiencias educativas a otro nivel!

📲 Campus Fundación Telefónica Movistar ahora trabaja con @Caj…",  👏 ¡llevamos nuestras experiencias educativas a otro nivel!  📲 campus fundación telefónica movistar ahora trabaja con ,No,Muy positivo
@panchito72 @Jmejpo @CajaLosAndes Es una ley que se tiró el año pasado...y nadie pesco,   es una ley que se tiró el año pasado...y nadie pesco,No,Muy negativo
"@CajaLosAndes , buenas tardes, quisiera saber cuales son los documentos faltantes para el pago de mis licencias, en la app figura en revisión de lo autorizado a pago por compin y suseso"," , buenas tardes, quisiera saber cuales son los documentos faltantes para el pago de mis licencias, en la app figura en revisión de lo autorizado a pago por compin y suseso",No,Muy negativo
"@CajaLosAndes descargue el cupon de 15 mil pesos en la pagina para canjear utiles en preunic llego alla y me dicen que no aplico segun el sistema de ellos, despues de dos dias y 3 sucursales distintas me indican lo queadjunto imagen. @SERNAC @CajaLosAndes https://t.co/dxngEQ7B6a"," descargue el cupon de 15 mil pesos en la pagina para canjear utiles en preunic llego alla y me dicen que no aplico segun el sistema de ellos, despues de dos dias y 3 sucursales distintas me indican lo queadjunto imagen.   ",No,Muy negativo
@CajaLosAndes Hola...mandamos ayer la consulta a las 16 21....en la app dice pendiente de pago con requisitos .....por eso tratamos de consultar...😊, hola...mandamos ayer la consulta a las 16 21....en la app dice pendiente de pago con requisitos .....por eso tratamos de consultar...😊,No,Muy negativo
@MonicaE67396058 @CajaLosAndes Tengo amigos que han recurrido a ellas y llevan años pagando 3 palos 5 palos! Que en cualquier banco hubieran pagado mucho menos,  tengo amigos que han recurrido a ellas y llevan años pagando 3 palos 5 palos! que en cualquier banco hubieran pagado mucho menos,No,Muy negativo
"⚽️ Kena Romero no hizo parte de la convocatoria del equipo de la capital chilena, mientras que en Antofagasta jugaron Sara Pulecio🇨🇴, Marcela Ramírez y Sindy Espinosa que entró en la segunda parte.👏🏼

#futfemenino #futfem #futbol #chile #colombia🇨🇴 #cajalosandes #santiagomorning https://t.co/xeDI0YJqJQ","⚽️ kena romero no hizo parte de la convocatoria del equipo de la capital chilena, mientras que en antofagasta jugaron sara pulecio🇨🇴, marcela ramírez y sindy espinosa que entró en la segunda parte.👏🏼  #futfemenino #futfem #futbol #chile #colombia🇨🇴 #cajalosandes #santiagomorning ",No,Muy negativo
@CajaLosAndes hola me pueden ayudar porfa con una licencia pendiente, hola me pueden ayudar porfa con una licencia pendiente,No,Muy negativo
"@CajaLosAndes les dejé un DM, agradecería me pudiesen ayudar 😊"," les dejé un dm, agradecería me pudiesen ayudar 😊",No,Muy positivo
"@biobio y uds saben además que la distribución del 7% favorece a las cajas de compensación dejando en un 0.55 a fonasa y un 6,45 a las CCAF? 
Con todo y eso @CajaLosAndes tiene un nefasto sistema de recaudaciones y beneficios.
#creditossinfinal
#creditosinfinitos
#sinverguenzas https://t.co/jO5cxtE6KX"," y uds saben además que la distribución del 7% favorece a las cajas de compensación dejando en un 0.55 a fonasa y un 6,45 a las ccaf?  con todo y eso  tiene un nefasto sistema de recaudaciones y beneficios. #creditossinfinal #creditosinfinitos #sinverguenzas ",No,Muy negativo
"Solo espero un Estallido Social para quemar las instituciones que no funcionan.
Esas que solo dañan la dignidad de la gente.
@SUSESOChile @SERNAC @CajaLosAndes @Fonasa y el COMPIN  qlo que es el más perro de todos
Junto con el aretail y cadena de supermercados usureros
Nunca mas!",solo espero un estallido social para quemar las instituciones que no funcionan. esas que solo dañan la dignidad de la gente.     y el compin  qlo que es el más perro de todos junto con el aretail y cadena de supermercados usureros nunca mas!,No,Muy negativo
"@CajaLosAndes hola estado tratando de comunicarme con ustedes ,tengo una licencia con pago pendiente de parte de ustedes,fui a la sucursal y la información es contradictoria ,pues por un canal me dicen una cosa y en la oficina otra , increíble su nivel de atención"," hola estado tratando de comunicarme con ustedes ,tengo una licencia con pago pendiente de parte de ustedes,fui a la sucursal y la información es contradictoria ,pues por un canal me dicen una cosa y en la oficina otra , increíble su nivel de atención",No,Muy negativo
"@CajaLosAndes Hola, mandé consulta por inbox para que me puedan ayudar por favor. Gracias."," hola, mandé consulta por inbox para que me puedan ayudar por favor. gracias.",No,Muy positivo
"RT @jeannette_jara: Junto a la Ministra @camila_vallejo 💜
Hoy entregamos sello #40Horas a :
📍@CajaLosAndes 
📍@FirstJobLatam 
📍@Detacoop

Qu…",  junto a la ministra  💜 hoy entregamos sello #40horas a : 📍@cajalosandes  📍@firstjoblatam  📍@detacoop  qu…,No,Muy negativo
"@CajaLosAndes estimados agradeceré me contacten y me ayuden a inscribirme en vuestra institución, ya que la página es bastante mala y no he podido realizarlo. Primero al ingresar los datos sale que estoy inscrita y luego que me debo inscribir plop!"," estimados agradeceré me contacten y me ayuden a inscribirme en vuestra institución, ya que la página es bastante mala y no he podido realizarlo. primero al ingresar los datos sale que estoy inscrita y luego que me debo inscribir plop!",No,Muy negativo
@MacaPurcell @TamaraCasado_V @CajaLosAndes QUE NIVEL EÑORA? ADIÓS,   que nivel eñora? adiós,No,Muy negativo
@cotamuc @Armanduco @Maytesalazarr @sabkiacelisb @nanni_mjp @CajaLosAndes Exacto,      exacto,No,Muy positivo
@CajaLosAndes esto es el colmo... en quillota y valparaiso lo mismo... hay gente que no tiene como movilizarse y se mandan los medios discursos de apoyo social a las personas... https://t.co/00YNWRUOHo, esto es el colmo... en quillota y valparaiso lo mismo... hay gente que no tiene como movilizarse y se mandan los medios discursos de apoyo social a las personas... ,No,Muy negativo
